;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
2523;Casa en condominio;Independencia;2;0;0;90;900.0;;
2524;Habitación;Punta Negra;1;0;0;40;850.0;;
2525;Casa;Ate;4;4;2;600;30000.0;1100.0;
2526;Casa comercial;Chorrillos;0;0;0;300;7000.0;;480.0
2527;Casa en condominio;Ate;4;2;3;372;9800.0;2333.0;14204.0
2528;Casa en condominio;Jesús María;4;2;4;260;9000.0;7068.0;8024.0
2529;Casa en condominio;Comas;2;1;0;90;1100.0;280.0;
2530;Casa;Mi Perú;2;0;0;36;700.0;;
2531;Habitación;San Borja;1;0;0;40;2200.0;550.0;250.0
2532;Casa;Lurigancho;4;4;4;451;20000.0;;
2533;Habitación;Chorrillos;1;0;0;25;1200.0;559.0;54.0
2534;Habitación;Mi Perú;1;0;0;20;300.0;18.0;8.0
2535;Habitación;San Borja;0;0;0;40;1000.0;620.0;55.0
2536;Casa de villa;San Luis;1;0;0;60;1000.0;;
2537;Casa;Lurigancho;4;3;4;452;20000.0;;1749.0
2538;Casa en condominio;Jesús María;3;1;1;240;3000.0;;
2539;Habitación;Villa El Salvador;0;0;0;28;1200.0;355.0;
2540;Casa en condominio;Jesús María;4;3;4;280;5000.0;825.0;4200.0
2541;Casa comercial;San Bartolo;0;6;0;600;18000.0;;200.0
2542;Casa en condominio;Callao;3;2;3;240;4000.0;1200.0;315.0
2543;Casa;San Juan de Miraflores;2;3;0;67;1000.0;;
2544;Casa en condominio;Ate;4;3;4;465;6000.0;1025.0;1201.0
2545;Casa comercial;Jesús María;0;10;0;595;25000.0;;320.0
2546;Habitación;San Borja;1;0;0;25;1250.0;340.0;
2547;Casa;Santa María del Mar;3;3;1;220;3400.0;;4500.0
2548;Casa en condominio;Ate;4;3;4;350;13000.0;1210.0;1000.0
2549;Casa;Callao;4;10;1;400;4900.0;;
2550;Casa;Ate;5;2;0;200;11000.0;1300.0;900.0
2551;Habitación;San Borja;1;0;0;35;1600.0;462.0;67.0
2552;Casa en condominio;Jesús María;5;3;5;700;16000.0;1600.0;150.0
2553;Casa en condominio;Ate;4;2;0;250;2700.0;190.0;
2554;Casa;Mi Perú;1;0;0;30;1000.0;;
2555;Habitación;Pachacámac;1;0;0;28;900.0;360.0;20.0
2556;Habitación;Pachacámac;0;0;0;40;1200.0;500.0;96.0
2557;Casa;Chorrillos;4;1;1;252;2300.0;;201.0
2558;Casa en condominio;Pucusana;4;3;1;250;6900.0;1000.0;522.0
2559;Casa;Villa El Salvador;2;1;0;61;1100.0;570.0;
2560;Casa comercial;Jesús María;0;5;0;360;15000.0;;600.0
2561;Habitación;San Borja;1;0;0;20;1000.0;;
2562;Habitación;La Punta;0;0;0;30;1000.0;350.0;
2563;Casa de villa;Ventanilla;2;0;0;60;1300.0;136.0;
2564;Casa;San Juan de Miraflores;3;0;0;60;800.0;;
2565;Casa en condominio;Ate;4;3;4;320;9000.0;800.0;1200.0
2566;Habitación;Chorrillos;1;0;0;35;1460.0;390.0;50.0
2567;Habitación;Chorrillos;0;0;0;22;1300.0;450.0;
2568;Casa;Bellavista;1;1;0;40;1200.0;;14.0
2569;Casa;Pucusana;5;2;3;237;7000.0;;120.0
2570;Casa;Magdalena del Mar;3;6;1;325;3700.0;;450.0
2571;Casa;Ate;4;0;3;170;4500.0;;
2572;Casa en condominio;Ate;5;3;5;300;9000.0;580.0;6800.0
2573;Habitación;San Borja;1;0;0;24;1300.0;430.0;
2574;Casa en condominio;Ate;4;6;3;681;18000.0;1907.0;1941.0
2575;Habitación;Pachacámac;1;0;0;30;1000.0;235.0;70.0
2576;Habitación;Pachacámac;1;0;0;27;600.0;658.0;
2577;Casa de villa;El Agustino;2;0;0;70;1000.0;;
2578;Casa de villa;Los Olivos;1;1;0;30;750.0;30.0;
2579;Casa;Lurigancho;4;4;4;845;35000.0;;1794.0
2580;Casa en condominio;Jesús María;2;0;0;45;2100.0;450.0;
2581;Casa en condominio;Ancón;3;1;1;65;1050.0;550.0;2.0
2582;Casa;Lince;3;1;1;122;1100.0;;153.0
2583;Habitación;Pachacámac;1;0;0;34;750.0;470.0;
2584;Casa comercial;Punta Hermosa;27;0;10;1000;13000.0;;900.0
2585;Casa en condominio;Villa El Salvador;2;2;1;120;2200.0;50.0;
2586;Casa de villa;Magdalena del Mar;1;0;0;45;900.0;;6.0
2587;Casa;San Miguel;4;2;1;180;2200.0;;248.0
2588;Casa;San Miguel;3;0;0;120;2900.0;206.0;
2589;Casa;Callao;2;0;0;360;2000.0;;
2590;Casa;Pucusana;3;7;3;340;7500.0;1900.0;970.0
2591;Casa;San Miguel;7;4;0;400;10000.0;;283.0
2592;Habitación;San Borja;0;0;0;40;1550.0;614.0;25.0
2593;Habitación;Chorrillos;1;0;0;35;1600.0;400.0;
2594;Casa;Lince;2;1;2;74;1200.0;;
2595;Casa;Pucusana;1;0;0;60;1300.0;;85.0
2596;Casa;San Juan de Lurigancho;6;4;1;641;15000.0;900.0;1000.0
2597;Casa en condominio;Callao;5;3;1;118;2500.0;1220.0;152.0
2598;Casa de villa;Pucusana;2;0;0;46;2000.0;;
2599;Habitación;San Borja;0;0;0;31;1100.0;617.0;56.0
2600;Casa;Jesús María;5;3;4;217;11000.0;1248.0;3242.0
2601;Habitación;Comas;1;0;0;30;1500.0;641.0;76.0
2602;Casa;Los Olivos;6;1;0;380;2000.0;;320.0
2603;Habitación;Villa El Salvador;1;0;0;16;1100.0;344.0;25.0
2604;Casa de villa;San Miguel;2;0;0;68;1000.0;50.0;35.0
2605;Casa en condominio;Ate;4;4;2;250;7500.0;1250.0;680.0
2606;Habitación;Comas;1;0;0;38;1400.0;530.0;77.0
2607;Casa;Pucusana;3;3;1;400;6000.0;;
2608;Casa;Lince;4;0;1;366;1890.0;;208.0
2609;Casa en condominio;Ate;4;2;4;300;9000.0;970.0;637.0
2610;Habitación;Pachacámac;0;0;0;30;1100.0;396.0;25.0
2611;Habitación;San Borja;0;0;0;15;1000.0;690.0;
2612;Habitación;Villa El Salvador;1;0;0;28;1300.0;365.0;
2613;Casa de villa;San Juan de Lurigancho;5;3;0;900;15000.0;;5000.0
2614;Casa de villa;Chorrillos;3;0;0;90;2750.0;20.0;110.0
2615;Casa;Santiago de Surco;4;1;2;320;20000.0;;423.0
2616;Casa comercial;Chorrillos;0;0;0;500;17900.0;;
2617;Casa;Ate;2;2;0;155;1200.0;;
2618;Casa en condominio;Ancón;3;3;2;100;1700.0;50.0;2.0
2619;Habitación;Chorrillos;1;0;0;22;1200.0;270.0;
2620;Casa en condominio;Ate;6;2;2;600;10000.0;1850.0;1040.0
2621;Casa comercial;La Punta;0;0;0;271;32560.0;5699.0;407.0
2622;Casa en condominio;Ate;5;0;5;577;22000.0;1680.0;14735.0
2623;Casa en condominio;Rímac;4;2;4;500;25000.0;2900.0;1962.0
2624;Casa en condominio;Ate;5;8;5;1000;40000.0;;
2625;Casa comercial;Breña;1;0;0;200;16000.0;;12000.0
2626;Casa en condominio;Ate;4;3;2;434;7400.0;2695.0;12115.0
2627;Habitación;San Borja;1;0;0;24;1300.0;500.0;
2628;Habitación;San Borja;1;0;0;30;1500.0;551.0;30.0
2629;Casa en condominio;Jesús María;4;2;4;479;10000.0;2700.0;300.0
2630;Casa en condominio;La Punta;3;1;2;80;1900.0;;
2631;Casa;Pucusana;5;4;0;380;8000.0;;269.0
2632;Casa;Ate;5;3;5;776;20000.0;2130.0;20000.0
2633;Casa;Ate;4;3;4;700;16000.0;2140.0;1700.0
2634;Habitación;Villa El Salvador;1;0;0;23;1300.0;420.0;25.0
2635;Casa;El Agustino;1;0;0;35;700.0;;
2636;Casa en condominio;La Punta;3;1;2;155;2500.0;;
2637;Habitación;San Miguel;1;0;0;28;1500.0;390.0;30.0
2638;Casa comercial;Comas;1;0;1;213;30000.0;;2346.0
2639;Habitación;San Borja;1;0;0;40;1300.0;528.0;25.0
2640;Habitación;Villa El Salvador;0;0;0;25;1000.0;387.0;24.0
2641;Casa en condominio;Ate;5;0;2;487;13500.0;1450.0;993.0
2642;Habitación;San Borja;1;0;0;21;900.0;358.0;58.0
2643;Habitación;Villa El Salvador;1;0;0;30;1700.0;390.0;29.0
2644;Casa;San Juan de Miraflores;2;1;0;50;700.0;200.0;
2645;Casa;Mi Perú;7;2;1;268;3300.0;;430.0
2646;Casa;El Agustino;1;0;0;45;850.0;;
2647;Casa;Lince;4;0;0;159;1800.0;;
2648;Casa de villa;La Molina;2;0;0;41;1200.0;;40.0
2649;Casa en condominio;Jesús María;3;2;1;285;6500.0;1593.0;
2650;Casa en condominio;Ate;4;4;2;660;30000.0;1150.0;13990.0
2651;Casa comercial;Comas;0;0;0;280;35000.0;;
2652;Casa en condominio;Ate;4;4;4;900;25000.0;1308.0;1601.0
2653;Habitación;Pachacámac;1;0;0;19;600.0;308.0;25.0
2654;Casa en condominio;La Perla;6;3;6;1500;16000.0;2000.0;5500.0
2655;Casa de villa;Los Olivos;1;0;0;40;850.0;;
2656;Casa en condominio;Ate;5;6;5;800;18000.0;1600.0;2400.0
2657;Casa;Lince;3;1;3;114;1500.0;;
2658;Casa;Lince;4;0;2;324;3000.0;;
2659;Habitación;Pachacámac;1;0;0;34;750.0;420.0;21.0
2660;Casa en condominio;Ate;5;3;2;400;8500.0;860.0;780.0
2661;Casa en condominio;Ate;4;3;4;466;7400.0;2695.0;1283.0
2662;Casa;San Miguel;2;0;0;52;950.0;100.0;11.0
2663;Habitación;Villa El Salvador;0;0;0;25;1000.0;379.0;95.0
2664;Habitación;Villa El Salvador;1;0;0;29;1900.0;474.0;108.0
2665;Habitación;San Bartolo;1;0;0;23;600.0;445.0;
2666;Casa;Jesús María;5;3;5;400;12000.0;;2200.0
2667;Casa;Callao;2;0;0;150;3300.0;;860.0
2668;Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;353.0
2669;Habitación;San Borja;1;0;0;30;2500.0;440.0;
2670;Habitación;San Borja;1;0;0;30;1200.0;520.0;70.0
2671;Casa en condominio;San Isidro;2;0;0;70;900.0;;68.0
2672;Casa;Lurigancho;5;4;4;845;35000.0;;
2673;Casa;Cieneguilla;4;1;0;99;1800.0;;
2674;Habitación;San Borja;1;0;0;36;1000.0;503.0;57.0
2675;Habitación;Rímac;1;0;1;22;2500.0;335.0;
2676;Casa en condominio;Ate;5;2;5;600;19900.0;1891.0;160.0
2677;Casa en condominio;Ate;6;6;5;850;15000.0;2300.0;2200.0
2678;Habitación;Pachacámac;1;0;0;27;650.0;203.0;20.0
2679;Habitación;San Borja;1;0;0;25;2200.0;450.0;120.0
2680;Habitación;Punta Hermosa;1;0;0;30;1400.0;545.0;26.0
2681;Casa comercial;Comas;0;0;0;215;30000.0;;3000.0
2682;Casa;Mi Perú;2;0;0;115;1200.0;;
2683;Casa;Chorrillos;2;0;0;60;850.0;;13.0
2684;Casa;San Isidro;1;0;0;30;1100.0;;
2685;Casa;Lince;2;1;0;91;1200.0;;
2686;Casa en condominio;Ate;4;4;4;800;10000.0;1200.0;1404.0
2687;Habitación;Rímac;1;0;0;20;1800.0;672.0;58.0
2688;Casa en condominio;Ate;4;4;1;400;8000.0;800.0;
2689;Casa en condominio;Ate;4;3;4;337;12500.0;1000.0;1000.0
2690;Casa en condominio;Ate;5;5;5;850;25000.0;2134.0;
2691;Casa comercial;Callao;0;0;0;2810;9000.0;;
2692;Casa;Ate;2;0;2;74;1850.0;;162.0
2693;Habitación;San Borja;1;0;0;28;1100.0;450.0;54.0
2694;Casa en condominio;Ate;5;4;5;564;20000.0;1918.0;1743.0
2695;Casa;La Punta;1;0;0;40;550.0;;
2696;Casa;Santiago de Surco;1;1;0;60;700.0;;
2697;Casa;San Miguel;1;0;0;40;1000.0;;17.0
2698;Habitación;San Borja;1;0;0;35;1100.0;450.0;558.0
2699;Habitación;San Miguel;1;0;0;30;990.0;;
2700;Casa;La Perla;2;2;0;70;950.0;;
2701;Habitación;Carmen de La Legua;1;0;0;18;485.0;;
2702;Casa en condominio;Mi Perú;2;1;0;85;1300.0;150.0;
2703;Casa;Lince;4;1;3;100;1600.0;;
2704;Habitación;Pachacámac;1;0;0;30;800.0;350.0;
2705;Casa;San Juan de Lurigancho;4;3;1;379;15000.0;1200.0;
2706;Casa en condominio;Ate;6;3;4;1050;15000.0;2650.0;9000.0
2707;Habitación;San Luis;1;0;0;45;900.0;;
2708;Casa;Ate;3;0;1;128;1500.0;;45.0
2709;Casa;Ancón;3;2;0;100;1450.0;;
2710;Casa de villa;El Agustino;1;0;0;40;600.0;;
2711;Casa en condominio;Ate;5;3;5;820;25000.0;2500.0;1500.0
2712;Casa;Ate;5;8;5;640;18000.0;950.0;18000.0
2713;Habitación;San Borja;0;0;0;32;1100.0;500.0;
2714;Casa;Lince;2;1;0;70;650.0;;
2715;Habitación;La Punta;1;0;0;25;1100.0;394.0;29.0
2716;Casa;Lima;1;0;0;60;1000.0;;
2717;Casa en condominio;Ate;5;2;1;480;8000.0;1350.0;1360.0
2718;Casa;Los Olivos;2;1;0;52;850.0;;
2719;Casa en condominio;Lince;2;1;0;60;710.0;;
2720;Habitación;Breña;0;0;0;22;1000.0;450.0;
2721;Casa comercial;San Juan de Lurigancho;0;4;0;493;12000.0;;
2722;Casa;Lurigancho;4;1;2;500;15000.0;;500.0
2723;Habitación;La Punta;1;0;0;20;800.0;290.0;
2724;Habitación;Breña;0;0;0;22;1000.0;450.0;
2725;Casa;Ate;5;6;0;400;20000.0;;590.0
2726;Casa en condominio;Ate;4;3;4;900;13000.0;1380.0;1833.0
2727;Habitación;Villa El Salvador;0;0;0;27;1000.0;545.0;24.0
2728;Habitación;San Borja;1;0;0;38;1500.0;599.0;198.0
2729;Casa;Lince;2;0;0;60;700.0;;
2730;Casa en condominio;Ate;4;3;4;270;10000.0;700.0;650.0
2731;Casa en condominio;Ate;4;5;3;460;10000.0;1470.0;800.0
2732;Casa en condominio;Callao;4;3;1;63;2000.0;416.0;
2733;Casa de villa;Lince;1;0;0;70;750.0;;
2734;Habitación;San Borja;1;0;0;36;1200.0;438.0;24.0
2735;Casa en condominio;Ate;4;3;1;450;8500.0;800.0;7500.0
2736;Casa;Lurigancho;4;4;1;465;12000.0;880.0;1550.0
2737;Casa en condominio;Ancón;2;2;2;79;2100.0;;
2738;Casa en condominio;Ate;4;3;3;360;12000.0;1200.0;1200.0
2739;Casa;Mi Perú;4;5;1;270;4800.0;;2300.0
2740;Casa;Mi Perú;3;1;2;93;2000.0;;
2741;Casa en condominio;Ate;5;3;5;550;20000.0;1308.0;1601.0
2742;Casa;San Luis;3;3;1;308;3500.0;;2435.0
2743;Casa comercial;San Luis;0;11;0;345;12000.0;;997.0
2744;Casa en condominio;Jesús María;3;2;3;153;4200.0;900.0;300.0
2745;Casa de villa;Independencia;2;0;0;70;1200.0;;
2746;Habitación;Pachacámac;1;0;0;32;850.0;435.0;21.0
2747;Habitación;Villa El Salvador;1;0;0;26;2000.0;456.0;56.0
2748;Casa de villa;Miraflores;1;0;0;45;600.0;;30.0
2749;Casa;San Miguel;2;1;0;72;1400.0;;34.0
2750;Casa en condominio;Ate;5;4;2;420;8500.0;850.0;
2751;Habitación;Chorrillos;1;0;0;32;1300.0;417.0;22.0
2752;Casa comercial;San Borja;0;0;0;70;3500.0;750.0;458.0
2753;Casa en condominio;Ate;1;0;1;40;1750.0;;
2754;Habitación;San Miguel;1;0;0;35;1100.0;327.0;
2755;Casa en condominio;Ate;6;4;4;1042;12000.0;1640.0;2082.0
2756;Habitación;Cieneguilla;1;0;0;37;600.0;;
2757;Casa;Pucusana;5;2;4;595;10000.0;;
2758;Habitación;San Borja;1;0;0;30;1300.0;677.0;57.0
2759;Casa;San Martín de Porres;1;0;0;45;700.0;;
2760;Casa comercial;Callao;0;0;0;150;3300.0;;860.0
2761;Casa en condominio;Ate;3;6;3;608;18000.0;1910.0;1411.0
2762;Casa en condominio;Pucusana;3;3;3;320;7500.0;1900.0;1000.0
2763;Casa en condominio;Ate;5;4;2;450;7500.0;1150.0;750.0
2764;Casa en condominio;Lince;2;1;2;70;900.0;70.0;
2765;Habitación;San Borja;1;0;0;26;1100.0;523.0;
2766;Casa comercial;Ate;0;4;0;200;4500.0;;250.0
2767;Habitación;Mi Perú;1;0;0;28;680.0;70.0;
2768;Casa de villa;El Agustino;1;0;0;35;700.0;;
2769;Habitación;Lurín;1;0;0;42;1600.0;790.0;
2770;Casa en condominio;Ate;4;5;3;500;7900.0;1495.0;750.0
2771;Casa;Ventanilla;2;0;0;70;2000.0;;
2772;Casa en condominio;Jesús María;3;3;3;220;4500.0;1500.0;3500.0
2773;Habitación;San Borja;1;0;0;20;1140.0;435.0;25.0
2774;Casa;Lince;2;1;0;90;1200.0;;
2775;Casa en condominio;Chorrillos;1;1;0;50;780.0;;
2776;Casa;Lurigancho;4;4;4;845;35000.0;;
2777;Casa de villa;San Miguel;2;0;0;70;1500.0;;
2778;Casa en condominio;Punta Hermosa;3;3;1;250;3900.0;2600.0;3000.0
2779;Casa;Carabayllo;3;3;0;70;2000.0;;
2780;Casa;Santa Anita;1;0;0;50;900.0;;14.0
2781;Habitación;Villa El Salvador;1;0;0;30;1300.0;441.0;147.0
2782;Casa;Villa El Salvador;5;1;2;400;4200.0;50.0;
2783;Casa comercial;Ate;0;2;0;210;1900.0;;
2784;Habitación;San Borja;1;0;0;35;1850.0;543.0;
2785;Casa;Lince;1;0;0;70;700.0;;
2786;Habitación;Ventanilla;1;0;0;22;700.0;20.0;22.0
2787;Casa comercial;La Punta;10;15;0;1065;29000.0;;
2788;Habitación;Pachacámac;1;0;0;28;850.0;428.0;21.0
2789;Casa en condominio;Ate;4;7;1;450;9000.0;500.0;960.0
2790;Casa en condominio;Ate;4;5;4;1000;30000.0;2000.0;2670.0
2791;Casa en condominio;Breña;3;3;3;500;22000.0;3780.0;1550.0
2792;Casa;Santa Rosa;1;0;1;11;800.0;;
2793;Casa;Jesús María;4;2;3;600;15000.0;;600.0
2794;Habitación;Ate;1;0;0;96;700.0;;
2795;Habitación;Villa El Salvador;0;0;0;21;900.0;420.0;23.0
2796;Habitación;San Borja;1;0;0;30;1600.0;400.0;220.0
2797;Habitación;San Borja;1;0;0;38;1800.0;380.0;31.0
2798;Habitación;San Miguel;1;0;1;25;1500.0;350.0;20.0
2799;Habitación;Chorrillos;1;0;0;27;1100.0;500.0;19.0
2800;Casa;Punta Hermosa;6;3;1;450;11000.0;;
2801;Casa de villa;San Bartolo;2;1;0;50;980.0;;
2802;Casa;Lurigancho;4;1;4;387;25000.0;;5000.0
2803;Casa;Santa Anita;6;1;0;347;9000.0;;
2804;Casa;Punta Hermosa;2;0;0;46;1850.0;179.0;29.0
2805;Casa;La Perla;4;5;3;822;25000.0;;15400.0
2806;Habitación;El Agustino;1;0;0;40;700.0;;
2807;Habitación;Punta Hermosa;1;0;0;28;1100.0;480.0;25.0
2808;Casa;Santiago de Surco;5;2;2;350;19000.0;;
2809;Casa;Independencia;2;0;0;80;800.0;;26.0
2810;Habitación;Chaclacayo;1;0;0;30;800.0;459.0;
2811;Casa comercial;Comas;0;1;0;600;52000.0;;1527.0
2812;Casa en condominio;Ate;4;0;0;840;10000.0;4500.0;1913.0
2813;Casa de villa;La Punta;3;2;1;155;2500.0;;
2814;Casa;Santiago de Surco;2;0;0;89;1500.0;;
2815;Habitación;Pachacámac;0;0;0;19;500.0;520.0;25.0
2816;Casa en condominio;Ate;5;10;5;900;20000.0;1300.0;120.0
2817;Casa comercial;Chorrillos;0;16;0;228;2500.0;;2106.0
2818;Casa comercial;Villa El Salvador;0;2;0;436;6000.0;;272.0
2819;Casa;Lince;4;1;2;235;2500.0;;
2820;Casa;Lince;2;1;1;120;1500.0;;
2821;Casa en condominio;Ate;6;5;6;750;12000.0;1300.0;1300.0
2822;Casa comercial;Santiago de Surco;0;0;0;155;12000.0;;1430.0
2823;Casa comercial;Comas;0;0;0;500;100000.0;;2000.0
2824;Casa comercial;Pachacámac;0;0;0;579;26000.0;10.0;
2825;Casa de villa;Villa El Salvador;1;0;0;33;600.0;;60.0
2826;Casa comercial;Chorrillos;4;0;0;165;8500.0;;523.0
2827;Casa de villa;Santa Anita;2;0;0;71;2000.0;;36.0
2828;Casa en condominio;Ate;5;4;1;400;10000.0;2334.0;
2829;Casa en condominio;Jesús María;4;3;4;280;7500.0;1.0;1.0
2830;Casa;Ate;5;4;5;420;11991.0;885.0;
2831;Casa;Lurigancho;5;4;5;1400;20000.0;;1912.0
2832;Casa de villa;Lince;1;0;0;40;500.0;;
2833;Casa;Barranco;1;0;0;40;500.0;;
2834;Casa de villa;Santa Rosa;1;0;0;45;700.0;;
2835;Casa;Lurigancho;4;4;4;450;25000.0;;1750.0
2836;Casa de villa;Comas;2;0;0;100;1600.0;;
2837;Casa;Lince;1;2;1;160;2300.0;;
2838;Habitación;San Borja;1;0;0;29;1350.0;514.0;182.0
2839;Casa en condominio;Villa María del Triunfo;4;2;4;200;5000.0;330.0;
2840;Casa;Mi Perú;1;0;0;50;900.0;;
2841;Habitación;Lurín;1;0;0;28;1300.0;482.0;25.0
2842;Casa;Lince;4;1;2;180;1850.0;300.0;
2843;Casa en condominio;Lince;2;1;0;65;800.0;240.0;
2844;Casa en condominio;Jesús María;4;3;3;305;3200.0;1400.0;
2845;Casa en condominio;Ate;4;2;4;285;13000.0;1200.0;14000.0
2846;Casa;San Miguel;3;1;0;198;2000.0;;
2847;Casa;Barranco;1;0;0;50;900.0;;
2848;Casa;Mi Perú;6;4;4;90;60000.0;;
2849;Casa en condominio;Santa Anita;3;1;0;158;2200.0;155.0;
2850;Habitación;Punta Negra;0;0;0;30;1200.0;150.0;12.0
2851;Casa;Breña;4;0;0;300;7500.0;;2100.0
2852;Casa;Jesús María;4;5;3;386;15000.0;;610.0
2853;Casa;Callao;2;1;0;70;1180.0;;151.0
2854;Casa en condominio;Ate;5;4;5;1400;40000.0;2134.0;
2855;Casa de villa;Ancón;1;0;0;30;500.0;;
2856;Habitación;San Borja;1;0;0;30;1150.0;278.0;25.0
2857;Casa en condominio;San Luis;3;0;2;140;3800.0;350.0;
2858;Casa en condominio;Villa El Salvador;3;2;1;86;1700.0;440.0;
2859;Habitación;Villa El Salvador;1;0;0;28;1400.0;400.0;
2860;Casa en condominio;Ate;4;2;2;450;6500.0;1145.0;750.0
2861;Casa;Mi Perú;1;2;0;70;660.0;;
2862;Casa en condominio;Ate;4;4;4;1000;25000.0;2450.0;23710.0
2863;Casa en condominio;Lince;3;2;2;192;1400.0;;
2864;Habitación;Puente Piedra;0;0;0;18;700.0;327.0;15.0
2865;Casa comercial;Carabayllo;0;6;0;305;6000.0;;306.0
2866;Habitación;San Borja;1;0;0;22;1500.0;570.0;116.0
2867;Casa en condominio;Ate;4;2;4;900;15000.0;1380.0;22000.0
2868;Casa;Ate;5;4;0;350;12000.0;1000.0;600.0
2869;Casa;Pucusana;2;0;1;80;1500.0;;
2870;Habitación;San Miguel;1;0;0;25;1000.0;380.0;
2871;Casa en condominio;Jesús María;4;4;0;400;9000.0;;514.0
2872;Casa en condominio;Ate;4;4;2;622;10000.0;1390.0;14860.0
2873;Casa;Mi Perú;3;1;0;120;2900.0;;150.0
2874;Casa de villa;San Juan de Miraflores;3;2;0;116;2100.0;90.0;40.0
2875;Habitación;San Borja;1;0;0;30;1200.0;490.0;
2876;Casa en condominio;Ate;5;4;5;890;17000.0;2700.0;2000.0
2877;Casa en condominio;Lince;2;1;1;80;1400.0;170.0;
2878;Casa;El Agustino;4;2;4;176;4500.0;;
2879;Casa;Lince;3;1;2;200;2500.0;;
2880;Habitación;Villa El Salvador;1;0;0;29;1100.0;364.0;
2881;Habitación;San Isidro;1;0;0;40;550.0;;
2882;Habitación;La Punta;1;0;0;21;1100.0;338.0;15.0
2883;Casa comercial;Breña;0;0;0;250;10000.0;;1708.0
2884;Habitación;San Borja;1;0;0;30;1500.0;700.0;50.0
2885;Casa en condominio;Villa El Salvador;3;2;1;160;3900.0;;
2886;Casa;Los Olivos;1;0;0;38;550.0;;
2887;Casa en condominio;Ate;5;4;5;341;9000.0;934.0;
2888;Casa comercial;Breña;0;3;0;450;16000.0;;
2889;Casa;Jesús María;4;2;2;473;3200.0;;928.0
2890;Casa;Ate;1;0;0;60;900.0;;
2891;Casa en condominio;Jesús María;3;2;3;168;4500.0;;
2892;Casa comercial;Chaclacayo;0;2;0;154;4500.0;;239.0
2893;Casa;Carabayllo;1;1;0;50;1100.0;;
2894;Habitación;Pachacámac;1;0;0;30;750.0;400.0;25.0
2895;Casa en condominio;San Luis;3;1;1;140;2200.0;150.0;
2896;Casa de villa;Santa Anita;3;1;0;82;2300.0;;13.0
2897;Habitación;San Borja;1;0;0;35;1800.0;500.0;50.0
2898;Casa de villa;La Molina;2;0;0;47;1000.0;150.0;39.0
2899;Casa;Ate;5;10;5;600;20000.0;2000.0;
2900;Habitación;Chaclacayo;1;0;0;22;900.0;381.0;25.0
2901;Casa;La Perla;3;6;2;363;15000.0;;704.0
2902;Habitación;Rímac;1;1;0;30;2350.0;560.0;620.0
2903;Casa en condominio;Ate;6;2;1;500;18000.0;2333.0;12000.0
2904;Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;353.0
2905;Casa en condominio;Ate;4;0;4;175;4250.0;900.0;353.0
2906;Casa de villa;El Agustino;2;1;0;88;1250.0;87.0;27.0
2907;Casa;Santiago de Surco;4;1;1;160;12000.0;;
2908;Casa comercial;Jesús María;0;0;0;200;6500.0;;280.0
2909;Casa comercial;Santa Anita;2;0;0;122;2000.0;;
2910;Casa comercial;Ancón;0;50;0;1795;20000.0;;
2911;Casa en condominio;Punta Hermosa;5;4;3;670;18000.0;1550.0;3200.0
2912;Casa;Lince;2;0;0;45;1000.0;;
2913;Casa comercial;Santa Anita;4;0;2;160;4200.0;;100.0
2914;Casa;Comas;1;0;1;39;3000.0;500.0;200.0
2915;Habitación;San Borja;1;0;0;20;1000.0;520.0;67.0
2916;Casa;Ate;5;6;4;2000;49991.0;;
2917;Casa;La Perla;4;4;0;450;14000.0;;7200.0
2918;Casa;San Isidro;2;0;0;32;1300.0;;
2919;Casa en condominio;Jesús María;4;2;1;479;7400.0;1350.0;
2920;Casa;Ate;3;4;1;493;7500.0;2634.0;1235.0
2921;Casa comercial;Pueblo Libre;10;10;0;500;22000.0;;2670.0
2922;Habitación;Lurín;1;0;0;28;1200.0;430.0;24.0
2923;Habitación;Villa El Salvador;1;0;0;25;1300.0;330.0;
2924;Habitación;Pachacámac;1;0;0;30;900.0;500.0;115.0
2925;Casa en condominio;La Molina;4;2;2;140;2300.0;270.0;130.0
2926;Casa de villa;San Borja;6;0;1;250;5500.0;300.0;408.0
2927;Casa en condominio;Jesús María;4;2;3;230;4509.0;1623.0;3660.0
2928;Casa en condominio;Santiago de Surco;5;3;4;346;20000.0;;
2929;Casa;Ate;5;3;2;412;10000.0;1050.0;
2930;Casa en condominio;Ate;4;3;4;850;35000.0;1900.0;2300.0
2931;Casa en condominio;Ate;3;4;3;700;16000.0;2150.0;17000.0
2932;Casa en condominio;Ate;4;4;2;360;7900.0;990.0;670.0
2933;Casa en condominio;Ate;5;4;5;700;13491.0;2400.0;18500.0
2934;Casa comercial;Chorrillos;3;0;0;184;11500.0;;1193.0
2935;Casa en condominio;Callao;3;2;1;140;2600.0;750.0;
2936;Casa en condominio;Villa El Salvador;3;2;1;65;1100.0;400.0;
2937;Casa en condominio;Santa Anita;3;1;1;80;1900.0;;
2938;Habitación;San Borja;1;0;1;40;1800.0;550.0;250.0
2939;Habitación;Punta Hermosa;1;0;0;23;1300.0;250.0;20.0
2940;Habitación;Chorrillos;1;0;0;25;1350.0;445.0;
